figure_category,figure_label,figure_description,cohort,endpoint,panel,score_type,mouse_treatment,n_samples,mean,median,sd,q25,q75,value_scale,raw_mean,raw_median,dataset_label,description
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,NAS/MAS score,"Translated all genes
scored with reconstructed human PLSR",score,disease control,10,0.7789978607554502,0.7697009406255622,0.027405710152957872,0.7604178566484708,0.7936051838790903,min_max_normalized_within_panel,-0.011796354761768943,-0.17447647310394432,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: score; value scale: min_max_normalized_within_panel; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,NAS/MAS score,"Translated all genes
scored with reconstructed human PLSR",score,healthy control,8,0.08144031599589598,0.08935031303784752,0.050597993744459,0.04581655561547497,0.10474947426597289,min_max_normalized_within_panel,-12.217854097168953,-12.079442748368173,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: score; value scale: min_max_normalized_within_panel; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,NAS/MAS score,"Translated orthologues
scored with reconstructed human PLSR",delta_from_healthy,Lanifibranor,10,12.716526924245406,12.129518249985313,2.6164629760281737,11.58540860761681,12.463546056838444,original_score_delta_from_healthy,12.716526924245406,12.129518249985313,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: delta_from_healthy; value scale: original_score_delta_from_healthy; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference and delta baseline."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,NAS/MAS score,"Translated orthologues
scored with reconstructed human PLSR",delta_from_healthy,disease control,10,15.204103008151167,15.008423488611971,0.5999334240200512,14.791733883358562,15.52718296606134,original_score_delta_from_healthy,15.204103008151167,15.008423488611971,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: delta_from_healthy; value scale: original_score_delta_from_healthy; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference and delta baseline."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,NAS/MAS score,"Translated orthologues
scored with reconstructed human PLSR",delta_from_healthy,healthy control,8,-1.7763568394002505e-15,0.19604908679720268,1.0655922273999054,-0.7487975469240684,0.5335675477879382,original_score_delta_from_healthy,-1.7763568394002505e-15,0.19604908679720268,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: delta_from_healthy; value scale: original_score_delta_from_healthy; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference and delta baseline."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,NAS/MAS score,"Translated orthologues
scored with reconstructed human PLSR",score,Lanifibranor,10,0.6653717314815261,0.638418835411699,0.12013664832521956,0.6134356770966461,0.6537559456748356,min_max_normalized_within_panel,-13.31271118623532,-13.899719860495413,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: score; value scale: min_max_normalized_within_panel; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,NAS/MAS score,"Translated orthologues
scored with reconstructed human PLSR",score,disease control,10,0.7795904519115282,0.7706056958348286,0.02754634460352696,0.7606562476138656,0.7944248843648017,min_max_normalized_within_panel,-10.82513510232956,-11.020814621868755,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: score; value scale: min_max_normalized_within_panel; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,NAS/MAS score,"Translated orthologues
scored with reconstructed human PLSR",score,healthy control,8,0.08148388861384012,0.0904856136184834,0.04892738015179595,0.04710234819618774,0.10598299960208568,min_max_normalized_within_panel,-26.029238110480726,-25.833189023683524,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: score; value scale: min_max_normalized_within_panel; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,Fibrosis stage,"Raw mouse orthologues
scored with raw human PLSR",delta_from_healthy,Lanifibranor,10,0.8904590558620935,0.9100436330228383,0.09588013343944414,0.8639447646100715,0.9539160664610679,original_score_delta_from_healthy,0.8904590558620935,0.9100436330228383,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: delta_from_healthy; value scale: original_score_delta_from_healthy; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference and delta baseline."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,Fibrosis stage,"Raw mouse orthologues
scored with raw human PLSR",delta_from_healthy,disease control,10,1.088793129916737,1.0896457517549505,0.06506052671067775,1.0574312433684987,1.13071124444263,original_score_delta_from_healthy,1.088793129916737,1.0896457517549505,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: delta_from_healthy; value scale: original_score_delta_from_healthy; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference and delta baseline."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,Fibrosis stage,"Raw mouse orthologues
scored with raw human PLSR",delta_from_healthy,healthy control,8,-5.551115123125783e-17,0.027376138456220334,0.11501123013495837,-0.0678992181222225,0.08648826578014152,original_score_delta_from_healthy,-5.551115123125783e-17,0.027376138456220334,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: delta_from_healthy; value scale: original_score_delta_from_healthy; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference and delta baseline."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,Fibrosis stage,"Raw mouse orthologues
scored with raw human PLSR",score,Lanifibranor,10,0.7871330430416491,0.8012362307704104,0.06904491785840187,0.7680396501155137,0.8328295176623599,min_max_normalized_within_panel,2.105510079141143,2.125094656301888,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: score; value scale: min_max_normalized_within_panel; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,Fibrosis stage,"Raw mouse orthologues
scored with raw human PLSR",score,disease control,10,0.9299567893214129,0.9305707768355302,0.04685119389618101,0.9073725604209051,0.9601427378635817,min_max_normalized_within_panel,2.3038441531957865,2.3046967750340004,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: score; value scale: min_max_normalized_within_panel; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,Fibrosis stage,"Raw mouse orthologues
scored with raw human PLSR",score,healthy control,8,0.14589830376066065,0.16561232754415667,0.08282154657697975,0.09700291980857778,0.20817997768299645,min_max_normalized_within_panel,1.2150510232790497,1.24242716173527,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: score; value scale: min_max_normalized_within_panel; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,Fibrosis stage,"Translated all genes
scored with reconstructed human PLSR",delta_from_healthy,Lanifibranor,10,7.72894387433623,7.302364077607148,1.7656065972266513,7.142536362652581,7.513561204779696,original_score_delta_from_healthy,7.72894387433623,7.302364077607148,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: delta_from_healthy; value scale: original_score_delta_from_healthy; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference and delta baseline."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,Fibrosis stage,"Translated all genes
scored with reconstructed human PLSR",delta_from_healthy,disease control,10,8.811512490315259,8.75471470458147,0.4319419222435948,8.531894172873429,9.127563280088324,original_score_delta_from_healthy,8.811512490315259,8.75471470458147,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: delta_from_healthy; value scale: original_score_delta_from_healthy; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference and delta baseline."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,Fibrosis stage,"Translated all genes
scored with reconstructed human PLSR",delta_from_healthy,healthy control,8,-4.440892098500626e-16,0.15561652456938369,0.6460172956602712,-0.39656480890171597,0.33670445139837657,original_score_delta_from_healthy,-4.440892098500626e-16,0.15561652456938369,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: delta_from_healthy; value scale: original_score_delta_from_healthy; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference and delta baseline."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,Fibrosis stage,"Translated all genes
scored with reconstructed human PLSR",score,Lanifibranor,10,0.6438826343632679,0.6129925865470272,0.12785338788006176,0.6014189353915727,0.6282860660016014,min_max_normalized_within_panel,-18.563774803339236,-18.99035460006832,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: score; value scale: min_max_normalized_within_panel; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,Fibrosis stage,"Translated all genes
scored with reconstructed human PLSR",score,disease control,10,0.7222749927646002,0.7181620780634672,0.031278336982324115,0.7020269096103937,0.7451612712131104,min_max_normalized_within_panel,-17.481206187360208,-17.538003973093996,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: score; value scale: min_max_normalized_within_panel; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,Fibrosis stage,"Translated all genes
scored with reconstructed human PLSR",score,healthy control,8,0.08420435686876793,0.09547306186090415,0.04678023972555332,0.05548779316101181,0.10858623496845307,min_max_normalized_within_panel,-26.292718677675467,-26.137102153106085,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: score; value scale: min_max_normalized_within_panel; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,Fibrosis stage,"Translated orthologues
scored with reconstructed human PLSR",delta_from_healthy,Lanifibranor,10,10.543796723190093,9.95519343379912,2.3907611850596924,9.757467108274424,10.253173763351294,original_score_delta_from_healthy,10.543796723190093,9.95519343379912,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: delta_from_healthy; value scale: original_score_delta_from_healthy; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference and delta baseline."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,Fibrosis stage,"Translated orthologues
scored with reconstructed human PLSR",delta_from_healthy,disease control,10,12.038117451141728,11.948609372701327,0.5837086994239261,11.650131504733078,12.461852054862328,original_score_delta_from_healthy,12.038117451141728,11.948609372701327,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: delta_from_healthy; value scale: original_score_delta_from_healthy; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference and delta baseline."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,Fibrosis stage,"Translated orthologues
scored with reconstructed human PLSR",delta_from_healthy,healthy control,8,-8.881784197001252e-16,0.22622722279569984,0.8669585487879008,-0.5331746876571835,0.4448529522192324,original_score_delta_from_healthy,-8.881784197001252e-16,0.22622722279569984,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: delta_from_healthy; value scale: original_score_delta_from_healthy; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference and delta baseline."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,Fibrosis stage,"Translated orthologues
scored with reconstructed human PLSR",score,Lanifibranor,10,0.6452363533416094,0.6138954078951847,0.12729917964596169,0.6033672132804324,0.6297617569641227,min_max_normalized_within_panel,-33.672500369917046,-34.26110365930802,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: score; value scale: min_max_normalized_within_panel; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference."
hybrid,Reconstructed translated PLSR with raw orthologue reference,Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.,mouse_cdaa_lanifibranor,Fibrosis stage,"Translated orthologues
scored with reconstructed human PLSR",score,disease control,10,0.7248033983417356,0.7200374246307875,0.031080326656307895,0.7041445834836759,0.7473656968173534,min_max_normalized_within_panel,-32.17817964196541,-32.26768772040581,GSE269493 CDAA-HFD,"Group-level summary for plotted boxplot values. Score type: score; value scale: min_max_normalized_within_panel; figure category: Hybrid figure: translated expression is scored with PLSR trained on ensemble-mean reconstructed human expression; raw mouse orthologues are scored with the observed human orthologue PLSR.; statistical comparisons are drug versus disease control, with healthy control as visual reference."
